id,general_team,general_city,general_team_name,general_team_abbv,full_name,is_active,draft_team,draft_city,draft_team_name,draft_team_abbrv,organization_type,birthdate,country,weight,seniority,position,from_year,to_year,g-league,nba,draft_year,draft_round,draft_number,greatest_75_flag,jersey_def,organization_def,height_definitivo
200793,1610612762,Utah,Jazz,UTA,Dee Brown,0.0,1610612762.0,Utah,Jazz,UTA,College/University,17/08/1984 00:00,USA,185.0,3.0,Guard,2006.0,2008.0,N,Y,2006,2,46,N,11.0,Illinois,182.88
1719,1610612745,Houston,Rockets,HOU,Bonzi Wells,0.0,1610612765.0,Detroit,Pistons,DET,College/University,28/09/1976 00:00,USA,210.0,11.0,Guard-Forward,1998.0,2007.0,N,Y,1998,1,11,N,6.0,Ball State,195.58
101249,1610612745,Houston,Rockets,HOU,John Lucas III,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,21/11/1982 00:00,USA,166.0,8.0,Guard,2005.0,2016.0,Y,Y,Undrafted,Undrafted,Undrafted,N,15.0,Oklahoma State,180.34
2696,1610612749,Milwaukee,Bucks,MIL,Lynn Greer,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,23/10/1979 00:00,USA,175.0,2.0,Guard,2006.0,2006.0,N,Y,Undrafted,Undrafted,Undrafted,N,3.0,Temple,187.96
200840,1610612749,Milwaukee,Bucks,MIL,Chris McCray,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,27/05/1984 00:00,USA,192.0,1.0,Guard,2006.0,2006.0,Y,Y,Undrafted,Undrafted,Undrafted,N,12.0,Maryland,195.58
200807,1610612765,Detroit,Pistons,DET,Will Blalock,0.0,1610612765.0,Detroit,Pistons,DET,College/University,08/09/1983 00:00,USA,205.0,2.0,Guard,2006.0,2006.0,Y,Y,2006,2,60,N,8.0,Iowa State,182.88
689,1610612738,Boston,Celtics,BOS,Theo Ratliff,0.0,1610612765.0,Detroit,Pistons,DET,College/University,17/04/1973 00:00,USA,235.0,17.0,Center,1995.0,2010.0,N,Y,1995,1,18,N,50.0,Wyoming,208.28
2243,1610612738,Boston,Celtics,BOS,Brian Scalabrine,0.0,1610612751.0,New Jersey,Nets,NJN,College/University,18/03/1978 00:00,USA,235.0,12.0,Forward,2001.0,2011.0,N,Y,2001,2,34,N,44.0,Southern California,205.74
1531,1610612740,New Orleans/Oklahoma City,Hornets,NOK,Marc Jackson,0.0,1610612744.0,Golden State,Warriors,GSW,College/University,16/01/1975 00:00,USA,253.0,8.0,Forward,2000.0,2006.0,N,Y,1997,2,37,N,44.0,Temple,208.28
200790,1610612740,New Orleans/Oklahoma City,Hornets,NOK,Marcus Vinicius,0.0,1610612740.0,New Orleans/Oklahoma City,Hornets,NOK,Other Team/Club,31/05/1984 00:00,Brazil,225.0,2.0,Forward,2006.0,2007.0,Y,Y,2006,2,43,N,11.0,Sao Carlos,203.2
200763,1610612758,Sacramento,Kings,SAC,Quincy Douby,0.0,1610612758.0,Sacramento,Kings,SAC,College/University,16/05/1984 00:00,USA,175.0,4.0,Guard,2006.0,2008.0,Y,Y,2006,1,19,N,8.0,Rutgers,190.5
101119,1610612750,Minnesota,Timberwolves,MIN,Rashad McCants,0.0,1610612750.0,Minnesota,Timberwolves,MIN,College/University,25/09/1984 00:00,USA,215.0,5.0,Guard,2005.0,2008.0,Y,Y,2005,1,14,N,1.0,North Carolina,193.04
452,1610612750,Minnesota,Timberwolves,MIN,Vin Baker,0.0,1610612749.0,Milwaukee,Bucks,MIL,College/University,23/11/1971 00:00,USA,240.0,13.0,Forward,1993.0,2005.0,N,Y,1993,1,8,N,42.0,Hartford,210.82
2441,1610612743,Denver,Nuggets,DEN,Jamal Sampson,0.0,1610612762.0,Utah,Jazz,UTA,College/University,15/05/1983 00:00,USA,235.0,6.0,Forward-Center,2002.0,2006.0,Y,Y,2002,2,46,N,7.0,California,210.82
2035,1610612743,Denver,Nuggets,DEN,DerMarr Johnson,0.0,1610612737.0,Atlanta,Hawks,ATL,College/University,05/05/1980 00:00,USA,210.0,8.0,Forward-Guard,2000.0,2007.0,Y,Y,2000,1,6,N,3.0,Cincinnati,205.74
200826,1610612742,Dallas,Mavericks,DAL,J.J. Barea,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,26/06/1984 00:00,Puerto Rico,180.0,15.0,Guard,2006.0,2019.0,Y,Y,Undrafted,Undrafted,Undrafted,N,11.0,Northeastern,177.8
1904,1610612742,Dallas,Mavericks,DAL,Devean George,0.0,1610612747.0,Los Angeles,Lakers,LAL,College/University,29/08/1977 00:00,USA,235.0,12.0,Forward,1999.0,2009.0,N,Y,1999,1,23,N,40.0,Augsburg,203.2
2788,1610612742,Dallas,Mavericks,DAL,DJ Mbenga,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,30/12/1980 00:00,Belgium,255.0,8.0,Center,2004.0,2010.0,N,Y,Undrafted,Undrafted,Undrafted,N,28.0,Spirou Charleroi,213.36
2866,1610612759,San Antonio,Spurs,SAS,Jackie Butler,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,10/03/1985 00:00,USA,260.0,4.0,Center,2004.0,2006.0,N,Y,Undrafted,Undrafted,Undrafted,N,45.0,Coastal Christian Academy (VA),208.28
677,1610612759,San Antonio,Spurs,SAS,Eric Williams,0.0,1610612738.0,Boston,Celtics,BOS,College/University,17/07/1972 00:00,USA,220.0,12.0,Guard-Forward,1995.0,2006.0,Y,Y,1995,1,14,N,55.0,Providence,203.2
1711,1610612757,Portland,Trail Blazers,POR,Raef LaFrentz,0.0,1610612743.0,Denver,Nuggets,DEN,College/University,29/05/1976 00:00,USA,240.0,11.0,Center-Forward,1998.0,2008.0,N,Y,1998,1,3,N,9.0,Kansas,210.82
200746,1610612757,Portland,Trail Blazers,POR,LaMarcus Aldridge,0.0,1610612741.0,Chicago,Bulls,CHI,College/University,19/07/1985 00:00,USA,250.0,17.0,Center-Forward,2006.0,2021.0,N,Y,2006,1,2,N,12.0,University of Texas at Austin,210.82
2693,1610612744,Golden State,Warriors,GSW,Keith McLeod,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,05/11/1979 00:00,USA,190.0,5.0,Guard,2003.0,2006.0,Y,Y,Undrafted,Undrafted,Undrafted,N,4.0,Bowling Green,187.96
2824,1610612760,Seattle,SuperSonics,SEA,Desmon Farmer,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,07/10/1981 00:00,USA,220.0,2.0,Guard,2006.0,2008.0,Y,Y,Undrafted,Undrafted,Undrafted,N,16.0,Southern California,195.58
200823,1610612748,Miami,Heat,MIA,Robert Hite,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,12/01/1984 00:00,USA,184.0,2.0,Guard,2006.0,2006.0,Y,Y,Undrafted,Undrafted,Undrafted,N,22.0,Miami,187.96
200778,1610612759,San Antonio,Spurs,SAS,James White,0.0,1610612757.0,Portland,Trail Blazers,POR,College/University,21/10/1982 00:00,USA,215.0,4.0,Guard-Forward,2006.0,2012.0,Y,Y,2006,2,31,N,33.0,Cincinnati,200.66
200822,1610612742,Dallas,Mavericks,DAL,Pops Mensah-Bonsu,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,07/09/1983 00:00,USA,235.0,4.0,Forward,2006.0,2010.0,Y,Y,Undrafted,Undrafted,Undrafted,N,21.0,George Washington,205.74
1909,1610612745,Houston,Rockets,HOU,Scott Padgett,0.0,1610612762.0,Utah,Jazz,UTA,College/University,19/04/1976 00:00,USA,240.0,8.0,Forward,1999.0,2006.0,N,Y,1999,1,28,N,35.0,Kentucky,205.74
1916,1610612764,Washington,Wizards,WAS,Calvin Booth,0.0,1610612764.0,Washington,Wizards,WAS,College/University,07/05/1976 00:00,USA,230.0,11.0,Center,1999.0,2008.0,N,Y,1999,2,35,N,52.0,Penn State,210.82
2737,1610612762,Utah,Jazz,UTA,Rafael Araujo,0.0,1610612761.0,Toronto,Raptors,TOR,College/University,12/08/1980 00:00,Brazil,270.0,4.0,Center,2004.0,2006.0,N,Y,2004,1,8,N,55.0,Brigham Young,210.82
1766,1610612754,Indiana,Pacers,IND,Maceo Baston,0.0,1610612741.0,Chicago,Bulls,CHI,College/University,29/05/1976 00:00,USA,230.0,5.0,Forward,2002.0,2008.0,N,Y,1998,2,58,N,9.0,Michigan,208.28
200796,1610612738,Boston,Celtics,BOS,Leon Powe,0.0,1610612743.0,Denver,Nuggets,DEN,College/University,22/01/1984 00:00,USA,240.0,6.0,Forward,2006.0,2010.0,N,Y,2006,2,49,N,0.0,California,203.2
200829,1610612755,Philadelphia,76ers,PHI,Ivan McFarlin,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,26/04/1982 00:00,USA,229.0,1.0,Forward,2006.0,2006.0,N,Y,Undrafted,Undrafted,Undrafted,N,31.0,Oklahoma State,200.66
2049,1610612737,Atlanta,Hawks,ATL,Speedy Claxton,0.0,1610612755.0,Philadelphia,76ers,PHI,College/University,08/05/1978 00:00,USA,170.0,8.0,Guard,2001.0,2008.0,N,Y,2000,1,20,N,12.0,Hofstra,180.34
1952,1610612756,Phoenix,Suns,PHX,Raja Bell,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,19/09/1976 00:00,US Virgin Islands,210.0,13.0,Guard,2000.0,2011.0,N,Y,Undrafted,Undrafted,Undrafted,N,19.0,Florida International,195.58
200835,1610612766,Charlotte,Bobcats,CHA,Walter Herrmann,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,26/06/1979 00:00,Argentina,225.0,4.0,Forward,2006.0,2008.0,N,Y,Undrafted,Undrafted,Undrafted,N,5.0,Malaga,205.74
101236,1610612745,Houston,Rockets,HOU,Chuck Hayes,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,11/06/1983 00:00,USA,240.0,11.0,Forward-Center,2005.0,2015.0,Y,Y,Undrafted,Undrafted,Undrafted,N,44.0,Kentucky,198.12
1559,1610612741,Chicago,Bulls,CHI,Adrian Griffin,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,04/07/1974 00:00,USA,230.0,10.0,Guard-Forward,1999.0,2007.0,N,Y,Undrafted,Undrafted,Undrafted,N,44.0,Seton Hall,195.58
2199,1610612740,New Orleans/Oklahoma City,Hornets,NOK,Tyson Chandler,0.0,1610612746.0,Los Angeles,Clippers,LAC,High School,02/10/1982 00:00,USA,235.0,20.0,Center,2001.0,2019.0,N,Y,2001,1,2,N,6.0,Dominguez HS (CA),213.36
1908,1610612756,Phoenix,Suns,PHX,Jumaine Jones,0.0,1610612737.0,Atlanta,Hawks,ATL,College/University,10/02/1979 00:00,USA,230.0,9.0,Forward,1999.0,2006.0,N,Y,1999,1,27,N,20.0,Georgia,203.2
959,1610612756,Phoenix,Suns,PHX,Steve Nash,0.0,1610612756.0,Phoenix,Suns,PHX,College/University,07/02/1974 00:00,Canada,178.0,19.0,Guard,1996.0,2013.0,N,Y,1996,1,15,Y,13.0,Santa Clara,190.5
2743,1610612761,Toronto,Raptors,TOR,Kris Humphries,0.0,1610612762.0,Utah,Jazz,UTA,College/University,06/02/1985 00:00,USA,235.0,14.0,Forward,2004.0,2016.0,N,Y,2004,1,14,N,43.0,Minnesota,205.74
1509,1610612752,New York,Knicks,NYK,Kelvin Cato,0.0,1610612742.0,Dallas,Mavericks,DAL,College/University,26/08/1974 00:00,USA,275.0,11.0,Center,1997.0,2006.0,N,Y,1997,1,15,N,26.0,Iowa State,210.82
1521,1610612759,San Antonio,Spurs,SAS,Jacque Vaughn,0.0,1610612762.0,Utah,Jazz,UTA,College/University,11/02/1975 00:00,USA,190.0,13.0,Guard,1997.0,2008.0,N,Y,1997,1,27,N,11.0,Kansas,185.42
200776,1610612752,New York,Knicks,NYK,Mardy Collins,0.0,1610612752.0,New York,Knicks,NYK,College/University,04/08/1984 00:00,USA,220.0,5.0,Guard,2006.0,2009.0,Y,Y,2006,1,29,N,25.0,Temple,198.12
200770,1610612747,Los Angeles,Lakers,LAL,Jordan Farmar,0.0,1610612747.0,Los Angeles,Lakers,LAL,College/University,30/11/1986 00:00,USA,180.0,10.0,Guard,2006.0,2016.0,Y,Y,2006,1,26,N,5.0,UCLA,187.96
101111,1610612749,Milwaukee,Bucks,MIL,Charlie Villanueva,0.0,1610612761.0,Toronto,Raptors,TOR,College/University,24/08/1984 00:00,USA,232.0,12.0,Forward,2005.0,2015.0,N,Y,2005,1,7,N,31.0,Connecticut,210.82
947,1610612755,Philadelphia,76ers,PHI,Allen Iverson,0.0,1610612755.0,Philadelphia,76ers,PHI,College/University,07/06/1975 00:00,USA,165.0,15.0,Guard,1996.0,2009.0,N,Y,1996,1,1,Y,3.0,Georgetown,182.88
2745,1610612745,Houston,Rockets,HOU,Kirk Snyder,0.0,1610612762.0,Utah,Jazz,UTA,College/University,05/06/1983 00:00,USA,225.0,5.0,Forward-Guard,2004.0,2007.0,N,Y,2004,1,16,N,13.0,Nevada-Reno,198.12
1513,1610612739,Cleveland,Cavaliers,CLE,Scot Pollard,0.0,1610612765.0,Detroit,Pistons,DET,College/University,12/02/1975 00:00,USA,278.0,12.0,Center-Forward,1997.0,2007.0,N,Y,1997,1,19,N,31.0,Kansas,210.82
15,1610612756,Phoenix,Suns,PHX,Eric Piatkowski,0.0,1610612754.0,Indiana,Pacers,IND,College/University,30/09/1970 00:00,USA,215.0,15.0,Guard-Forward,1994.0,2007.0,N,Y,1994,1,15,N,52.0,Nebraska,200.66
2735,1610612737,Atlanta,Hawks,ATL,Josh Childress,0.0,1610612737.0,Atlanta,Hawks,ATL,College/University,20/06/1983 00:00,USA,210.0,9.0,Forward-Guard,2004.0,2013.0,Y,Y,2004,1,6,N,1.0,Stanford,203.2
1897,1610612758,Sacramento,Kings,SAC,Metta World Peace,0.0,1610612741.0,Chicago,Bulls,CHI,College/University,13/11/1979 00:00,USA,260.0,18.0,Forward,1999.0,2016.0,N,Y,1999,1,16,N,93.0,St. John's (NY),200.66
200768,1610612763,Memphis,Grizzlies,MEM,Kyle Lowry,1.0,1610612763.0,Memphis,Grizzlies,MEM,College/University,25/03/1986 00:00,USA,196.0,17.0,Guard,2006.0,2023.0,N,Y,2006,1,24,N,1.0,Villanova,182.88
953,1610612737,Atlanta,Hawks,ATL,Lorenzen Wright,0.0,1610612746.0,Los Angeles,Clippers,LAC,College/University,04/11/1975 00:00,USA,255.0,14.0,Forward-Center,1996.0,2008.0,N,Y,1996,1,7,N,42.0,Memphis,210.82
978,1610612740,New Orleans/Oklahoma City,Hornets,NOK,Peja Stojakovic,0.0,1610612758.0,Sacramento,Kings,SAC,Other Team/Club,09/06/1977 00:00,Serbia,229.0,14.0,Forward,1998.0,2010.0,N,Y,1996,1,14,N,16.0,PAOK,208.28
200750,1610612757,Portland,Trail Blazers,POR,Brandon Roy,0.0,1610612750.0,Minnesota,Timberwolves,MIN,College/University,23/07/1984 00:00,USA,211.0,6.0,Guard,2006.0,2012.0,N,Y,2006,1,6,N,7.0,Washington,198.12
101148,1610612751,New Jersey,Nets,NJN,Mile Ilic,0.0,1610612751.0,New Jersey,Nets,NJN,Other Team/Club,02/06/1984 00:00,Serbia,255.0,2.0,Center,2006.0,2006.0,Y,Y,2005,2,43,N,9.0,FMP,215.9
1508,1610612758,Sacramento,Kings,SAC,Maurice Taylor,0.0,1610612746.0,Los Angeles,Clippers,LAC,College/University,30/10/1976 00:00,USA,265.0,9.0,Forward-Center,1997.0,2006.0,N,Y,1997,1,14,N,24.0,Michigan,205.74
200772,1610612742,Dallas,Mavericks,DAL,Maurice Ager,0.0,1610612742.0,Dallas,Mavericks,DAL,College/University,09/02/1984 00:00,USA,202.0,4.0,Forward-Guard,2006.0,2010.0,Y,Y,2006,1,28,N,13.0,Michigan State,195.58
200782,1610612761,Toronto,Raptors,TOR,P.J. Tucker,1.0,1610612761.0,Toronto,Raptors,TOR,College/University,05/05/1985 00:00,USA,245.0,12.0,Forward,2006.0,2023.0,Y,Y,2006,2,35,N,1.0,Texas,195.58
693,1610612743,Denver,Nuggets,DEN,Joe Smith,0.0,1610612744.0,Golden State,Warriors,GOS,College/University,26/07/1975 00:00,USA,225.0,17.0,Forward-Center,1995.0,2010.0,N,Y,1995,1,1,N,8.0,Maryland,208.28
1506,1610612742,Dallas,Mavericks,DAL,Austin Croshere,0.0,1610612754.0,Indiana,Pacers,IND,College/University,01/05/1975 00:00,USA,240.0,12.0,Forward,1997.0,2008.0,N,Y,1997,1,12,N,44.0,Providence,208.28
2207,1610612737,Atlanta,Hawks,ATL,Joe Johnson,0.0,1610612738.0,Boston,Celtics,BOS,College/University,29/06/1981 00:00,USA,240.0,18.0,Guard-Forward,2001.0,2021.0,N,Y,2001,1,10,N,2.0,Arkansas,200.66
1903,1610612758,Sacramento,Kings,SAC,Kenny Thomas,0.0,1610612745.0,Houston,Rockets,HOU,College/University,25/07/1977 00:00,USA,245.0,12.0,Center-Forward,1999.0,2009.0,N,Y,1999,1,22,N,9.0,New Mexico,200.66
2586,1610612753,Orlando,Magic,ORL,Keith Bogans,0.0,1610612749.0,Milwaukee,Bucks,MIL,College/University,12/05/1980 00:00,USA,215.0,11.0,Guard-Forward,2003.0,2013.0,Y,Y,2003,2,43,N,10.0,Kentucky,195.58
56,1610612748,Miami,Heat,MIA,Gary Payton,0.0,1610612760.0,Seattle,SuperSonics,SEA,College/University,23/07/1968 00:00,USA,190.0,18.0,Guard,1990.0,2006.0,N,Y,1990,1,2,Y,20.0,Oregon State,193.04
1885,1610612747,Los Angeles,Lakers,LAL,Lamar Odom,0.0,1610612746.0,Los Angeles,Clippers,LAC,College/University,06/11/1979 00:00,USA,230.0,15.0,Forward,1999.0,2013.0,N,Y,1999,1,4,N,7.0,Rhode Island,208.28
200760,1610612755,Philadelphia,76ers,PHI,Rodney Carney,0.0,1610612741.0,Chicago,Bulls,CHI,College/University,05/04/1984 00:00,USA,205.0,5.0,Forward,2006.0,2010.0,Y,Y,2006,1,16,N,25.0,Memphis,200.66
136,1610612741,Chicago,Bulls,CHI,P.J. Brown,0.0,1610612751.0,New Jersey,Nets,NJN,College/University,14/10/1969 00:00,USA,239.0,16.0,Forward-Center,1993.0,2007.0,N,Y,1992,2,29,N,42.0,Louisiana Tech,210.82
101185,1610612754,Indiana,Pacers,IND,Rawle Marshall,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,20/02/1982 00:00,USA,190.0,3.0,Guard-Forward,2005.0,2006.0,Y,Y,Undrafted,Undrafted,Undrafted,N,2.0,Oakland,200.66
1533,1610612742,Dallas,Mavericks,DAL,Anthony Johnson,0.0,1610612758.0,Sacramento,Kings,SAC,College/University,02/10/1974 00:00,USA,195.0,14.0,Guard,1997.0,2009.0,N,Y,1997,2,39,N,8.0,College of Charleston,190.5
2469,1610612756,Phoenix,Suns,PHX,Pat Burke,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,14/12/1973 00:00,Ireland,250.0,4.0,Center-Forward,2002.0,2006.0,N,Y,Undrafted,Undrafted,Undrafted,N,11.0,Auburn,210.82
2078,1610612758,Sacramento,Kings,SAC,Jason Hart,0.0,1610612749.0,Milwaukee,Bucks,MIL,College/University,29/04/1978 00:00,USA,180.0,10.0,Guard,2000.0,2009.0,N,Y,2000,2,49,N,5.0,Syracuse,190.5
2410,1610612761,Toronto,Raptors,TOR,Fred Jones,0.0,1610612754.0,Indiana,Pacers,IND,College/University,11/03/1979 00:00,USA,225.0,8.0,Guard,2002.0,2008.0,N,Y,2002,1,14,N,20.0,Oregon,187.96
1517,1610612740,New Orleans/Oklahoma City,Hornets,NOK,Bobby Jackson,0.0,1610612760.0,Seattle,SuperSonics,SEA,College/University,13/03/1973 00:00,USA,185.0,13.0,Guard,1997.0,2008.0,N,Y,1997,1,23,N,8.0,Minnesota,185.42
2424,1610612757,Portland,Trail Blazers,POR,Dan Dickau,0.0,1610612758.0,Sacramento,Kings,SAC,College/University,16/09/1978 00:00,USA,180.0,7.0,Guard,2002.0,2007.0,Y,Y,2002,1,28,N,2.0,Gonzaga,182.88
693,1610612755,Philadelphia,76ers,PHI,Joe Smith,0.0,1610612744.0,Golden State,Warriors,GOS,College/University,26/07/1975 00:00,USA,225.0,17.0,Forward-Center,1995.0,2010.0,N,Y,1995,1,1,N,8.0,Maryland,208.28
1889,1610612755,Philadelphia,76ers,PHI,Andre Miller,0.0,1610612739.0,Cleveland,Cavaliers,CLE,College/University,19/03/1976 00:00,USA,200.0,18.0,Guard,1999.0,2015.0,N,Y,1999,1,8,N,24.0,Utah,190.5
1718,1610612738,Boston,Celtics,BOS,Paul Pierce,0.0,1610612738.0,Boston,Celtics,BOS,College/University,13/10/1977 00:00,USA,235.0,20.0,Forward,1998.0,2016.0,N,Y,1998,1,10,Y,34.0,Kansas,200.66
1739,1610612749,Milwaukee,Bucks,MIL,Ruben Patterson,0.0,1610612747.0,Los Angeles,Lakers,LAL,College/University,31/07/1975 00:00,USA,223.0,11.0,Forward,1998.0,2007.0,N,Y,1998,2,31,N,23.0,Cincinnati,195.58
2420,1610612751,New Jersey,Nets,NJN,Nenad Krstic,0.0,1610612751.0,New Jersey,Nets,NJN,Other Team/Club,25/07/1983 00:00,Serbia,240.0,8.0,Center,2004.0,2010.0,N,Y,2002,1,24,N,12.0,Partizan,213.36
2746,1610612737,Atlanta,Hawks,ATL,Josh Smith,0.0,1610612737.0,Atlanta,Hawks,ATL,High School,05/12/1985 00:00,USA,225.0,13.0,Forward,2004.0,2017.0,N,Y,2004,1,17,N,5.0,Oak Hill Academy (VA),205.74
2588,1610612759,San Antonio,Spurs,SAS,Matt Bonner,0.0,1610612741.0,Chicago,Bulls,CHI,College/University,05/04/1980 00:00,USA,235.0,13.0,Center-Forward,2004.0,2015.0,N,Y,2003,2,45,N,15.0,Florida,208.28
949,1610612758,Sacramento,Kings,SAC,Shareef Abdur-Rahim,0.0,1610612763.0,Vancouver,Grizzlies,VAN,College/University,11/12/1976 00:00,USA,245.0,13.0,Forward,1996.0,2007.0,N,Y,1996,1,3,N,3.0,California,205.74
2204,1610612750,Minnesota,Timberwolves,MIN,Eddie Griffin,0.0,1610612751.0,New Jersey,Nets,NJN,College/University,30/05/1982 00:00,USA,222.0,5.0,Forward,2001.0,2006.0,N,Y,2001,1,7,N,41.0,Seton Hall,205.74
2581,1610612749,Milwaukee,Bucks,MIL,Steve Blake,0.0,1610612764.0,Washington,Wizards,WAS,College/University,26/02/1980 00:00,USA,172.0,14.0,Guard,2003.0,2015.0,N,Y,2003,2,38,N,5.0,Maryland,190.5
952,1610612748,Miami,Heat,MIA,Antoine Walker,0.0,1610612738.0,Boston,Celtics,BOS,College/University,12/08/1976 00:00,USA,245.0,13.0,Forward,1996.0,2007.0,Y,Y,1996,1,6,N,8.0,Kentucky,205.74
200753,1610612744,Golden State,Warriors,GSW,Patrick O'Bryant,0.0,1610612744.0,Golden State,Warriors,GSW,College/University,20/06/1986 00:00,USA,250.0,5.0,Center,2006.0,2009.0,Y,Y,2006,1,9,N,26.0,Bradley,213.36
200816,1610612761,Toronto,Raptors,TOR,Jorge Garbajosa,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,19/12/1977 00:00,Spain,245.0,2.0,Forward,2006.0,2007.0,N,Y,Undrafted,Undrafted,Undrafted,N,15.0,Malaga,205.74
2551,1610612761,Toronto,Raptors,TOR,T.J. Ford,0.0,1610612749.0,Milwaukee,Bucks,MIL,College/University,24/03/1983 00:00,USA,165.0,8.0,Guard,2003.0,2011.0,N,Y,2003,1,8,N,11.0,Texas-Austin,182.88
2098,1610612737,Atlanta,Hawks,ATL,Slava Medvedenko,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,04/04/1979 00:00,Ukraine,253.0,8.0,Forward,2000.0,2006.0,N,Y,Undrafted,Undrafted,Undrafted,N,3.0,Kyiv,208.28
2774,1610612751,New Jersey,Nets,NJN,Bernard Robinson,0.0,1610612766.0,Charlotte,Bobcats,CHA,College/University,26/12/1980 00:00,USA,210.0,4.0,Guard-Forward,2004.0,2006.0,N,Y,2004,2,45,N,22.0,Michigan,198.12
2747,1610612743,Denver,Nuggets,DEN,JR Smith,0.0,1610612740.0,New Orleans,Hornets,NOH,High School,09/09/1985 00:00,USA,220.0,17.0,Guard,2004.0,2019.0,N,Y,2004,1,18,N,1.0,No College,198.12
722,1610612758,Sacramento,Kings,SAC,Corliss Williamson,0.0,1610612758.0,Sacramento,Kings,SAC,College/University,04/12/1973 00:00,USA,245.0,13.0,Forward,1995.0,2006.0,N,Y,1995,1,13,N,34.0,Arkansas,200.66
200781,1610612746,Los Angeles,Clippers,LAC,Paul Davis,0.0,1610612746.0,Los Angeles,Clippers,LAC,College/University,21/07/1984 00:00,USA,270.0,4.0,Center,2006.0,2009.0,Y,Y,2006,2,34,N,40.0,Michigan State,210.82
200766,1610612751,New Jersey,Nets,NJN,Marcus Williams,0.0,1610612751.0,New Jersey,Nets,NJN,College/University,03/12/1985 00:00,USA,205.0,5.0,Guard,2006.0,2009.0,Y,Y,2006,1,22,N,1.0,Connecticut,190.5
2585,1610612737,Atlanta,Hawks,ATL,Zaza Pachulia,0.0,1610612753.0,Orlando,Magic,ORL,Other Team/Club,10/02/1984 00:00,Georgia,270.0,17.0,Center,2003.0,2018.0,N,Y,2003,2,42,N,27.0,Ulkerspor,210.82
1501,1610612746,Los Angeles,Clippers,LAC,Tim Thomas,0.0,1610612751.0,New Jersey,Nets,NJN,College/University,26/02/1977 00:00,USA,240.0,14.0,Forward,1997.0,2009.0,N,Y,1997,1,7,N,2.0,Villanova,208.28
2693,1610612754,Indiana,Pacers,IND,Keith McLeod,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,05/11/1979 00:00,USA,190.0,5.0,Guard,2003.0,2006.0,Y,Y,Undrafted,Undrafted,Undrafted,N,20.0,Bowling Green,187.96
101159,1610612737,Atlanta,Hawks,ATL,Dijon Thompson,0.0,1610612752.0,New York,Knicks,NYK,College/University,23/03/1983 00:00,USA,200.0,2.0,Guard-Forward,2005.0,2006.0,Y,Y,2005,2,54,N,12.0,UCLA,203.2
200978,1610612737,Atlanta,Hawks,ATL,Jeremy Richardson,0.0,0.0,Undrafted,Undrafted,Undrafted,Unknown,01/03/1984 00:00,USA,195.0,4.0,Guard-Forward,2006.0,2008.0,Y,Y,Undrafted,Undrafted,Undrafted,N,32.0,Delta State,200.66
1541,1610612746,Los Angeles,Clippers,LAC,Alvin Williams,0.0,1610612757.0,Portland,Trail Blazers,POR,College/University,06/08/1974 00:00,USA,195.0,9.0,Guard,1997.0,2006.0,N,Y,1997,2,47,N,24.0,Villanova,195.58
2770,1610612750,Minnesota,Timberwolves,MIN,Justin Reed,0.0,1610612738.0,Boston,Celtics,BOS,College/University,16/01/1982 00:00,USA,240.0,4.0,Forward,2004.0,2006.0,Y,Y,2004,2,40,N,9.0,Mississippi,203.2
101125,1610612749,Milwaukee,Bucks,MIL,Julius Hodge,0.0,1610612743.0,Denver,Nuggets,DEN,College/University,18/11/1983 00:00,USA,220.0,3.0,Guard,2005.0,2006.0,Y,Y,2005,1,20,N,24.0,North Carolina State,200.66
200771,1610612757,Portland,Trail Blazers,POR,Sergio Rodriguez,0.0,1610612756.0,Phoenix,Suns,PHX,Other Team/Club,12/06/1986 00:00,Spain,176.0,6.0,Guard,2006.0,2016.0,N,Y,2006,1,27,N,11.0,Estudiantes,190.5
200806,1610612749,Milwaukee,Bucks,MIL,Damir Markota,0.0,1610612759.0,San Antonio,Spurs,SAS,Other Team/Club,26/12/1985 00:00,Croatia,225.0,1.0,Forward,2006.0,2006.0,Y,Y,2006,2,59,N,52.0,Cibona,208.28
